d;1010;720
d;1011;144
d;1013;107
d;1259;202
e;1612519012.618248;2260
s;1612519014.100996;2264
d;1338;185
d;1215;202
d;1094;232
d;996;269
d;930;302
d;890;337
d;870;370
d;861;392
d;855;410
d;851;430
d;850;465
d;852;475
d;851;475
d;850;474
d;853;477
d;854;472
d;853;472
d;852;464
d;851;477
d;853;491
d;854;517
d;852;549
d;853;588
d;855;575
d;857;626
d;858;625
d;861;751
d;866;2489
d;871;4795
d;879;5738
d;887;7445
d;896;6113
d;904;4291
d;918;1352
d;927;560
d;939;482
d;956;544
d;970;606
d;982;593
d;994;663
d;1013;1133
d;1027;4210
d;1038;7469
d;1045;11491
d;1054;12887
d;1063;13854
d;1070;13510
d;1077;6547
d;1250;1166
e;1612519014.601893;2264
s;1612519016.884848;2264
d;1357;158
d;1314;160
d;1267;164
d;1243;154
d;1227;144
d;1211;143
d;1195;146
d;1170;158
d;1125;177
d;1068;201
d;1005;249
d;920;621
d;893;1596
d;898;2202
d;904;2473
d;912;3053
d;920;3059
d;930;2194
d;940;1381
d;948;864
d;956;306
d;961;228
d;968;218
d;976;210
d;984;201
d;992;189
d;1001;191
d;1019;263
d;1062;697
d;1086;1165
d;1095;1316
d;1103;1390
d;1104;1283
d;1087;1275
d;1081;949
d;1302;362
e;1612519017.249815;2264
s;1612519021.187216;2256
d;1298;207
d;1054;232
d;854;261
d;723;270
d;635;284
d;577;300
d;537;317
d;508;357
d;484;455
d;465;575
d;455;1022
d;447;1046
d;439;675
d;435;429
d;429;528
d;423;650
d;415;600
d;407;744
d;401;851
d;399;803
d;396;732
d;395;690
d;394;667
d;394;686
d;393;727
d;393;773
d;392;877
d;392;859
d;390;808
d;390;802
d;389;803
d;390;793
d;388;786
d;388;766
d;389;751
d;389;827
d;388;912
d;388;913
d;387;916
d;388;817
d;388;691
d;389;646
d;389;654
d;389;651
d;387;655
d;389;659
d;390;666
d;390;689
d;390;757
d;391;859
d;391;856
d;389;683
d;391;591
d;392;512
d;394;480
d;397;486
d;399;482
d;401;482
d;426;358
d;1165;303
e;1612519021.782482;2256
s;1612519022.937626;2262
d;646;71
d;643;98
d;638;139
d;633;133
d;628;84
d;624;75
d;618;89
d;612;122
d;563;235
d;451;1338
d;434;4342
d;429;5243
d;421;4969
d;410;2312
d;400;1564
d;396;761
d;395;229
d;395;103
e;1612519023.129577;2256
s;1612519023.169326;2262
d;402;89
d;401;84
d;400;60
e;1612519023.200312;2256
s;1612519023.330946;2256
d;387;96
e;1612519023.331979;2256
s;1612519023.441510;2256
d;404;80
d;404;79
d;403;64
e;1612519023.469966;2256
s;1612519024.653065;2256
d;666;99
d;664;103
d;660;123
d;630;243
d;566;654
d;536;1366
d;523;1617
d;514;1175
d;508;789
d;503;591
d;492;621
d;491;245
d;493;75
e;1612519024.790775;2258
s;1612519024.836843;2256
d;866;118
d;848;96
e;1612519024.861283;2256
s;1612519024.891370;2256
d;519;77
d;519;62
e;1612519024.911343;2256
s;1612519024.923626;2256
d;503;150
d;489;342
d;475;427
d;467;613
d;465;2190
d;459;3884
d;457;4633
d;456;4788
d;455;4428
d;452;2735
d;448;1077
d;453;268
d;454;80
e;1612519025.054020;2256
s;1612519035.642930;2256
d;1088;518
d;673;631
d;518;850
d;465;1174
d;444;1604
d;424;1976
d;415;2474
d;415;3087
d;415;3836
d;416;4558
d;416;5308
d;417;6007
d;418;6451
d;420;6691
d;421;6707
d;422;6769
d;423;6788
d;424;6881
d;425;6860
d;426;6777
d;427;6620
d;429;6467
d;430;6165
d;431;5982
d;433;5541
d;435;5117
d;437;4676
d;440;4313
d;442;4347
d;445;4601
d;447;4922
d;450;5194
d;454;5305
d;458;5389
d;461;5302
d;464;5174
d;467;5122
d;469;5071
d;471;5031
d;473;4918
d;475;4847
d;477;4915
d;479;5044
d;481;5027
d;482;4862
d;484;4450
d;487;3841
d;490;3103
d;499;2357
d;523;1590
d;566;866
d;1199;447
e;1612519036.167197;2256
s;1612519055.706148;2256
d;1390;277
d;1041;283
d;852;265
d;736;265
d;660;265
d;614;260
d;574;277
d;547;270
d;527;270
d;511;352
d;487;1338
d;470;1777
d;455;1275
d;448;1057
d;441;2447
d;431;992
d;427;480
d;423;449
d;426;305
d;438;346
d;444;368
d;442;272
d;437;226
d;431;245
d;426;281
d;425;268
d;424;258
d;422;260
d;422;264
d;423;248
d;422;243
d;421;233
d;421;228
d;422;219
d;421;217
d;421;241
d;420;258
d;421;227
d;421;213
d;422;209
d;422;215
d;423;209
d;422;194
d;421;198
d;422;201
d;427;258
d;433;290
d;434;272
d;433;237
d;431;225
d;430;195
d;430;161
d;431;112
d;720;218
d;1370;292
e;1612519056.249209;2256
s;1612519058.726169;2256
d;554;327
d;539;318
d;528;296
d;520;281
d;515;235
d;515;113
e;1612519058.781142;2256
s;1612519058.881219;2256
d;493;208
d;492;108
e;1612519058.901719;2256
s;1612519059.179869;2256
d;487;2034
d;473;2714
d;497;1459
d;1298;482
e;1612519059.229415;2256
s;1612519062.939240;2256
d;999;576
d;595;1144
d;559;1669
d;543;1990
d;530;2073
d;516;2166
d;502;2488
d;488;2957
d;475;3223
d;463;3330
d;451;3054
d;443;2939
d;434;2322
d;426;1595
d;422;1693
d;414;1820
d;405;3264
d;395;4908
d;388;5906
d;385;5940
d;384;5847
d;383;5834
d;383;5797
d;383;5975
d;382;6504
d;381;6768
d;380;6881
d;379;7037
d;379;7097
d;378;7019
d;378;6983
d;377;6953
d;377;6344
d;377;6104
d;377;6424
d;377;6309
d;377;6121
d;377;6078
d;378;5992
d;378;5888
d;379;5738
d;380;5782
d;379;5939
d;379;5709
d;379;5139
d;379;3578
d;391;1506
d;915;494
e;1612519063.430712;2256
s;1612519065.232873;2256
d;479;579
d;439;3203
d;426;3857
d;419;1288
d;414;1259
d;405;1000
d;398;411
d;399;77
e;1612519065.304572;2256
s;1612519065.336242;2256
d;400;77
e;1612519065.351893;2256
s;1612519065.605210;2256
d;404;136
d;404;144
d;403;125
d;402;69
e;1612519065.646050;2256
s;1612519067.309360;2256
d;834;596
d;647;706
d;593;688
d;568;723
d;552;784
d;537;852
d;523;939
d;509;1020
d;497;1115
d;485;1402
d;475;2052
d;466;2469
d;458;2951
d;448;4154
d;439;5621
d;430;4641
d;421;3081
d;415;2606
d;413;2343
d;412;2272
d;411;2220
d;410;2282
d;409;2255
d;409;2230
d;408;2245
d;408;2241
d;407;2224
d;406;2180
