s;1612520097.988116;2240
d;477;137
d;487;133
d;496;130
d;504;134
d;513;139
d;520;129
d;528;135
d;534;132
d;541;136
d;547;134
d;553;131
d;558;134
d;564;131
d;569;135
d;573;135
d;578;136
d;582;132
d;587;134
d;591;129
d;594;132
d;598;138
d;602;133
d;605;136
d;607;128
d;611;133
d;613;131
d;616;134
d;618;127
d;621;133
d;623;133
d;625;135
d;627;134
d;629;135
d;631;134
d;632;131
d;634;131
d;635;135
d;636;131
d;638;135
d;639;132
d;641;138
d;642;134
d;643;132
d;645;129
d;646;130
d;647;134
d;647;133
d;648;130
d;649;128
d;649;133
d;650;127
d;651;135
d;651;129
d;652;131
d;653;136
d;653;136
d;653;133
d;654;134
d;655;137
d;655;129
d;656;136
d;656;133
d;657;134
d;657;135
d;657;136
d;658;137
d;658;139
d;658;131
d;659;131
d;659;125
d;659;129
d;659;137
d;660;136
d;660;137
d;660;127
d;660;130
d;660;129
d;661;131
d;661;131
d;661;138
d;662;131
d;662;134
d;662;129
d;663;129
d;663;131
d;663;134
d;663;134
d;663;132
d;663;126
d;663;129
d;663;126
d;663;130
d;663;133
d;663;130
d;663;132
d;663;128
d;664;136
d;664;134
d;663;129
d;664;131
d;664;132
d;664;129
d;664;137
d;664;134
d;664;133
d;663;129
d;664;134
d;664;133
d;664;134
d;664;130
d;664;137
d;664;134
d;664;133
d;664;130
d;663;136
d;663;136
d;663;136
d;664;136
d;663;132
d;663;131
d;664;129
d;664;133
d;663;128
d;663;132
d;663;137
d;664;131
d;664;128
d;664;126
d;664;126
d;664;135
d;664;133
d;664;132
d;664;132
d;664;134
d;664;131
d;664;132
d;664;131
d;663;130
d;664;134
d;664;139
d;664;127
d;664;135
d;663;126
d;663;133
d;663;128
d;663;132
d;664;128
d;664;129
d;664;130
d;664;130
d;664;136
d;665;140
d;665;128
d;664;134
d;664;135
d;664;129
d;664;131
d;664;138
d;663;136
d;664;135
d;663;135
d;663;135
d;663;130
d;664;132
d;664;132
d;664;131
d;664;137
d;664;132
d;664;138
d;664;134
d;664;133
d;664;135
d;664;129
d;664;128
d;664;135
d;664;135
d;664;135
d;664;134
d;664;130
d;664;133
d;664;137
d;664;137
d;664;128
d;664;135
d;664;133
d;665;136
d;665;134
d;664;130
d;664;133
d;664;135
d;664;133
d;664;131
d;664;133
d;664;132
d;664;136
d;664;132
d;664;127
d;664;129
d;664;139
d;664;132
d;664;130
d;664;132
d;664;133
d;664;138
d;663;136
d;663;130
d;663;135
d;663;131
d;663;134
d;663;136
d;663;137
d;662;137
d;663;132
d;663;137
d;662;130
d;662;130
d;662;134
d;662;131
d;662;130
d;662;132
d;662;126
d;662;134
d;661;131
d;662;135
d;662;135
d;662;131
d;662;129
d;661;127
d;662;124
d;662;124
d;662;125
d;662;124
d;663;123
d;663;128
d;664;118
d;664;122
d;664;121
d;665;117
d;666;115
d;666;114
d;667;112
d;668;111
d;668;116
d;669;110
d;669;112
d;670;116
d;670;124
d;670;127
d;669;128
d;669;125
d;669;135
d;668;129
d;668;127
d;668;131
d;667;134
d;667;130
d;667;134
d;667;131
d;666;126
d;666;130
d;666;134
d;665;133
d;665;133
d;665;133
d;665;129
d;665;129
d;665;129
d;665;133
d;665;130
d;664;135
d;665;137
d;665;127
d;665;137
d;665;136
d;665;133
d;665;135
d;665;139
d;664;127
d;664;132
d;664;129
d;664;134
d;664;137
d;664;134
d;664;131
d;663;131
d;663;134
d;663;133
d;662;134
d;663;131
d;662;134
d;662;137
d;662;135
d;662;140
d;662;134
d;662;127
d;662;127
d;662;126
d;662;130
d;662;130
d;661;128
d;661;124
d;661;132
d;661;133
d;661;131
