1611329577.206471;438;485;2272
1611329577.210366;533;482;2272
1611329577.211402;566;487;2272
1611329577.212394;579;485;2272
1611329577.212394;584;484;2272
1611329577.213401;584;485;2272
1611329577.214498;583;489;2272
1611329577.214498;584;485;2272
1611329577.215506;584;486;2272
1611329577.216585;583;482;2272
1611329577.216585;582;489;2272
1611329577.217589;583;483;2272
1611329577.218584;584;490;2272
1611329577.218584;585;485;2272
1611329577.219975;584;482;2272
1611329577.219975;584;482;2272
1611329577.221345;585;479;2272
1611329577.221345;585;482;2272
1611329577.222350;583;480;2272
1611329577.223350;583;486;2272
1611329577.224346;584;483;2272
1611329577.224346;584;485;2272
1611329577.225350;584;489;2272
1611329577.227340;586;484;2272
1611329577.234526;585;484;2272
1611329577.235525;584;482;2272
1611329577.236526;585;481;2272
1611329577.237410;586;480;2272
1611329577.237410;584;486;2272
1611329577.238680;585;475;2272
1611329577.239934;586;483;2272
1611329577.239934;585;485;2272
1611329577.241525;585;481;2272
1611329577.241525;585;484;2272
1611329577.243089;585;476;2272
1611329577.243089;585;487;2272
1611329577.244696;583;482;2272
1611329577.244696;584;484;2272
1611329577.246279;584;477;2272
1611329577.246279;583;483;2272
1611329577.247838;584;485;2272
1611329577.247838;584;489;2272
1611329577.249400;586;485;2272
1611329577.249400;585;484;2272
1611329577.250964;585;490;2272
1611329577.250964;586;475;2272
1611329577.252499;585;482;2272
1611329577.252499;585;479;2272
1611329577.253818;584;484;2272
1611329577.253818;584;484;2272
1611329577.255035;585;483;2272
1611329577.256040;583;484;2272
1611329577.256040;584;489;2272
1611329577.257424;584;485;2272
1611329577.257424;585;487;2272
1611329577.258591;585;484;2272
1611329577.258591;586;483;2272
1611329577.259758;584;488;2272
1611329577.260965;579;479;2264
1611329577.261967;584;484;2264
1611329577.262313;585;488;2264
1611329577.262313;585;482;2264
1611329577.263313;586;480;2264
1611329577.264314;587;487;2264
1611329577.265008;586;483;2264
1611329577.265008;585;485;2264
1611329577.266007;586;480;2264
1611329577.266007;585;482;2264
1611329577.267009;584;481;2264
1611329577.267338;585;487;2264
1611329577.268338;585;483;2264
1611329577.268986;585;483;2264
1611329577.268986;585;479;2264
1611329577.270322;586;476;2264
1611329577.270322;585;480;2264
1611329577.271479;585;480;2264
1611329577.271479;585;487;2264
1611329577.272696;585;483;2264
1611329577.272696;585;486;2264
1611329577.273844;586;483;2264
1611329577.273844;586;484;2264
1611329577.275053;585;486;2264
1611329577.275053;585;484;2264
1611329577.276191;585;485;2264
1611329577.276191;585;487;2264
1611329577.277231;586;482;2264
1611329577.277426;586;481;2264
1611329577.278501;585;488;2264
1611329577.278501;585;486;2264
1611329577.279504;586;484;2264
1611329577.279504;585;486;2264
1611329577.280514;585;484;2264
1611329577.280514;585;478;2264
1611329577.281504;586;485;2264
1611329577.282501;585;481;2264
1611329577.282501;585;481;2264
1611329577.283623;585;482;2264
1611329577.283623;585;484;2264
1611329577.284627;585;488;2264
1611329577.284627;585;484;2264
1611329577.285829;585;491;2264
1611329577.285829;585;481;2264
1611329577.286830;586;483;2264
1611329577.287829;583;481;2264
1611329577.287829;584;481;2264
1611329577.288830;585;484;2264
1611329577.288830;585;480;2264
1611329577.289716;586;483;2264
1611329577.290714;585;484;2264
1611329577.292594;584;486;2264
1611329577.296635;585;484;2264
1611329577.307093;585;486;2264
1611329577.317160;584;481;2264
1611329577.327617;585;478;2264
1611329577.337955;584;478;2264
1611329577.349726;585;488;2264
1611329577.358744;586;481;2264
1611329577.368688;586;485;2264
1611329577.378914;586;483;2264
1611329577.388964;585;483;2264
1611329577.399056;586;487;2264
1611329577.408995;585;482;2264
1611329577.419080;586;486;2264
1611329577.434800;585;486;2264
1611329577.445289;585;486;2264
1611329577.450303;586;485;2264
1611329577.459914;585;489;2264
1611329577.470373;585;486;2264
1611329577.485143;585;485;2264
1611329577.495635;586;487;2264
1611329577.501177;584;481;2264
1611329577.511992;585;483;2264
1611329577.525988;585;483;2264
1611329577.528902;585;487;2264
1611329577.545713;585;481;2264
1611329577.546722;584;485;2264
1611329577.561901;585;484;2264
1611329577.568988;586;488;2264
1611329577.586075;586;479;2264
1611329577.596084;585;484;2264
1611329577.605763;584;484;2264
1611329577.615848;584;483;2264
1611329577.618876;583;485;2264
1611329577.630616;585;477;2264
1611329577.640154;586;485;2264
1611329577.656577;585;482;2264
1611329577.666379;585;483;2264
1611329577.676549;584;486;2264
1611329577.683945;585;482;2264
1611329577.694603;584;483;2264
1611329577.701501;585;489;2264
1611329577.711151;585;485;2264
1611329577.727013;586;483;2264
1611329577.732426;585;483;2264
1611329577.745728;584;483;2264
1611329577.750846;585;487;2264
1611329577.762442;584;485;2264
1611329577.776691;584;494;2264
1611329577.779653;585;488;2264
1611329577.794434;586;488;2264
1611329577.800663;585;484;2264
1611329577.811074;584;489;2264
1611329577.821133;584;482;2264
1611329577.831848;585;482;2264
1611329577.848262;586;489;2264
1611329577.849261;585;485;2264
1611329577.862170;585;485;2264
1611329577.872152;586;480;2264
1611329577.888188;584;479;2264
1611329577.898201;585;486;2264
1611329577.901719;585;484;2264
1611329577.918236;586;478;2264
1611329577.928447;586;481;2264
1611329577.938393;585;483;2264
1611329577.943484;584;477;2264
1611329577.958522;585;483;2264
1611329577.961640;584;480;2264
1611329577.977226;584;486;2266
1611329577.979366;586;473;2266
1611329577.993654;587;489;2266
1611329578.001889;585;484;2264
1611329578.012375;585;486;2264
1611329578.028464;585;484;2266
1611329578.032305;584;485;2264
1611329578.043558;585;488;2270
1611329578.052974;586;484;2272
1611329578.062577;586;484;2264
1611329578.072932;584;485;2270
1611329578.083009;585;487;2268
1611329578.093299;585;480;2264
1611329578.109524;585;487;2272
1611329578.119648;585;481;2266
1611329578.127774;585;488;2266
1611329578.137300;587;484;2270
1611329578.149367;587;484;2272
1611329578.159911;585;489;2268
1611329578.164258;584;486;2264
1611329578.179552;584;487;2272
1611329578.182531;584;483;2272
1611329578.194206;586;488;2270
1611329578.209697;585;482;2270
1611329578.219307;586;489;2268
1611329578.230193;586;487;2266
1611329578.236686;586;482;2272
1611329578.243405;585;486;2270
1611329578.260660;585;483;2270
1611329578.263341;585;484;2272
1611329578.277669;586;485;2270
1611329578.283809;584;491;2266
1611329578.300802;584;481;2264
1611329578.302596;585;478;2270
1611329578.314294;585;486;2272
1611329578.326158;586;492;2268
1611329578.340892;586;484;2272
1611329578.351103;585;486;2272
1611329578.361009;584;482;2268
1611329578.363825;584;487;2272
1611329578.377354;585;485;2270
1611329578.392054;585;489;2272
1611329578.397246;585;483;2272
1611329578.411259;586;476;2272
1611329578.416174;584;484;2268
1611329578.426422;584;482;2264
1611329578.434652;584;491;2268
1611329578.445136;585;487;2268
1611329578.462001;585;482;2270
1611329578.463000;586;487;2268
1611329578.477572;585;489;2272
1611329578.485697;586;484;2270
1611329578.495941;585;485;2268
1611329578.506313;585;489;2270
1611329578.516278;585;487;2270
1611329578.526223;585;488;2272
1611329578.542291;585;480;2272
1611329578.551797;585;485;2266
1611329578.562434;585;488;2272
1611329578.571838;585;487;2272
1611329578.577906;585;482;2268
1611329578.592660;585;484;2272
1611329578.601822;584;487;2272
1611329578.612651;585;483;2272
1611329578.613650;586;485;2272
1611329578.632817;587;483;2270
1611329578.642533;586;485;2270
1611329578.645530;586;488;2270
1611329578.660366;585;489;2272
1611329578.666189;584;487;2270
1611329578.676043;584;490;2268
1611329578.686531;584;483;2266
1611329578.696991;586;484;2266
1611329578.707680;585;484;2264
1611329578.723062;584;483;2266
1611329578.725865;584;489;2272
1611329578.742430;585;483;2268
1611329578.746726;585;479;2264
1611329578.763601;584;482;2264
1611329578.767925;584;483;2264
1611329578.783413;584;481;2264
1611329578.793674;585;488;2264
1611329578.802057;584;485;2264
1611329578.813812;585;482;2264
1611329578.816143;585;482;2264
1611329578.834268;584;489;2268
1611329578.843579;586;486;2266
1611329578.847618;584;479;2268
1611329578.861964;585;485;2264
1611329578.874241;585;482;2264
1611329578.881299;584;481;2264
1611329578.894379;584;483;2264
1611329578.897128;584;485;2264
1611329578.910044;585;483;2264
1611329578.924758;584;482;2266
1611329578.928765;583;488;2266
1611329578.944839;584;488;2266
1611329578.945838;584;485;2264
1611329578.960459;584;486;2264
1611329578.968611;584;488;2264
1611329578.979529;583;486;2264
1611329578.989344;584;487;2266
1611329579.005359;584;481;2270
1611329579.009680;585;485;2266
1611329579.021678;585;487;2266
1611329579.035472;585;487;2264
1611329579.042562;586;484;2268
1611329579.053077;584;485;2266
1611329579.065804;584;488;2270
1611329579.076275;583;484;2268
1611329579.085943;584;482;2270
1611329579.093714;584;481;2272
1611329579.105817;584;486;2266
1611329579.110558;585;483;2272
1611329579.118808;586;487;2272
1611329579.127519;585;487;2272
1611329579.139118;585;486;2272
1611329579.149089;584;482;2272
1611329579.159962;584;482;2270
1611329579.170069;584;486;2270
1611329579.181325;584;483;2268
1611329579.192472;585;484;2270
1611329579.200791;586;480;2270
1611329579.210901;584;481;2264
1611329579.226417;583;487;2264
1611329579.236934;584;492;2264
1611329579.245692;584;487;2266
1611329579.251803;583;488;2266
1611329579.266915;584;482;2264
1611329579.277013;585;487;2264
1611329579.281264;585;489;2268
1611329579.295636;584;480;2264
1611329579.304919;586;487;2264
1611329579.317229;585;477;2266
1611329579.327164;585;484;2264
1611329579.333039;585;482;2268
1611329579.343552;584;489;2270
1611329579.350198;584;486;2268
1611329579.363829;585;488;2272
1611329579.377618;586;490;2268
1611329579.377618;585;487;2268
1611329579.390048;585;483;2270
1611329579.402585;585;480;2270
1611329579.411955;586;489;2272
1611329579.425667;585;491;2270
1611329579.432317;585;481;2272
1611329579.448401;584;478;2272
1611329579.458264;584;484;2270
1611329579.464386;586;485;2272
1611329579.477843;586;488;2272
1611329579.483565;584;493;2272
1611329579.498343;585;484;2272
1611329579.508443;586;490;2272
1611329579.515700;585;486;2272
1611329579.527859;585;484;2272
1611329579.531590;585;485;2272
1611329579.546066;585;490;2272
1611329579.558878;585;485;2272
1611329579.563643;585;492;2272
1611329579.577461;584;488;2272
1611329579.582697;584;485;2272
1611329579.592855;585;480;2270
1611329579.602650;584;481;2272
1611329579.614003;585;488;2272
1611329579.625227;585;486;2272
1611329579.632904;586;491;2272
1611329579.641478;585;485;2272
1611329579.659420;586;493;2272
1611329579.669334;585;491;2272
1611329579.675429;585;484;2272
1611329579.689674;583;486;2272
1611329579.695481;584;484;2272
1611329579.708961;585;488;2272
1611329579.713912;583;485;2272
1611329579.728001;583;484;2270
1611329579.739428;583;490;2272
1611329579.750024;583;487;2272
1611329579.760062;583;481;2268
1611329579.763368;583;488;2272
1611329579.775865;583;482;2272
1611329579.783071;582;488;2272
1611329579.795507;583;488;2272
1611329579.795507;583;488;2270
1611329579.819849;583;491;2272
1611329579.825184;583;487;2272
1611329579.836048;583;483;2272
1611329579.845238;583;491;2270
1611329579.860831;583;485;2272
1611329579.867390;585;481;2268
1611329579.880928;583;491;2272
1611329579.884873;583;481;2272
1611329579.900018;584;486;2266
1611329579.910995;584;490;2264
1611329579.915072;583;490;2268
1611329579.928024;584;488;2264
1611329579.940868;585;482;2264
1611329579.945452;585;489;2270
1611329579.961308;583;484;2266
1611329579.965752;584;487;2268
1611329579.977208;583;489;2266
1611329579.985431;583;486;2270
1611329579.996403;584;486;2264
1611329580.009381;583;486;2270
1611329580.021749;582;487;2272
1611329580.031858;584;483;2270
1611329580.032864;584;493;2266
1611329580.051945;584;488;2266
